time,temperature_2m (Â°C),relativehumidity_2m (%),rain (mm),snowfall (cm),weathercode (wmo code),windspeed_10m (km/h),winddirection_10m (Â°)
2022-12-19T23:00,12.1,93,0.70,0.00,53,32.1,200
2022-12-20T00:00,12.1,92,0.80,0.00,53,31.8,203
2022-12-20T01:00,12.0,92,0.40,0.00,51,30.2,203
2022-12-20T02:00,11.9,93,0.70,0.00,53,29.6,201
2022-12-20T03:00,11.8,94,1.00,0.00,53,29.1,198
2022-12-20T04:00,11.8,93,0.50,0.00,53,29.8,195
2022-12-20T05:00,11.7,94,0.20,0.00,51,31.6,197
2022-12-20T06:00,11.6,95,0.30,0.00,51,27.8,211
2022-12-20T07:00,11.8,95,0.00,0.00,3,20.0,231
2022-12-20T08:00,11.1,95,0.00,0.00,2,16.4,244
2022-12-20T09:00,10.0,93,0.00,0.00,1,14.8,244
2022-12-20T10:00,9.6,89,0.00,0.00,0,12.9,240
2022-12-20T11:00,9.5,86,0.00,0.00,0,11.8,232
2022-12-20T12:00,9.9,84,0.00,0.00,0,12.3,230
2022-12-20T13:00,10.0,84,0.00,0.00,0,12.3,220
2022-12-20T14:00,9.9,84,0.00,0.00,1,11.2,220
2022-12-20T15:00,9.0,86,0.00,0.00,1,10.4,214
2022-12-20T16:00,7.4,91,0.00,0.00,1,10.1,215
2022-12-20T17:00,6.4,93,0.00,0.00,0,10.4,214
2022-12-20T18:00,5.7,94,0.00,0.00,0,10.6,215
2022-12-20T19:00,5.2,94,0.00,0.00,0,10.3,216
2022-12-20T20:00,4.5,94,0.00,0.00,0,10.7,222
2022-12-20T21:00,4.1,94,0.00,0.00,1,10.7,222
2022-12-20T22:00,3.8,94,0.00,0.00,1,11.2,220
2022-12-20T23:00,3.8,94,0.00,0.00,1,12.5,213
2022-12-21T00:00,3.9,94,0.00,0.00,1,13.0,208
2022-12-21T01:00,4.0,93,0.00,0.00,2,13.8,208
2022-12-21T02:00,4.8,92,0.00,0.00,2,15.6,206
2022-12-21T03:00,5.7,91,0.00,0.00,2,16.2,201
2022-12-21T04:00,6.5,91,0.00,0.00,0,18.0,206
2022-12-21T05:00,6.5,91,0.00,0.00,1,18.8,206
2022-12-21T06:00,6.6,92,0.00,0.00,1,19.0,207
2022-12-21T07:00,7.1,93,0.00,0.00,2,18.8,209
2022-12-21T08:00,7.3,93,0.00,0.00,2,18.9,211
2022-12-21T09:00,7.8,93,0.00,0.00,3,19.2,214
2022-12-21T10:00,8.5,91,0.10,0.00,51,16.9,214
2022-12-21T11:00,9.0,93,0.60,0.00,53,15.6,220
2022-12-21T12:00,9.2,93,0.30,0.00,51,16.3,215
2022-12-21T13:00,9.2,93,0.10,0.00,51,15.7,217
2022-12-21T14:00,9.4,93,0.10,0.00,51,14.8,225
2022-12-21T15:00,9.4,93,0.00,0.00,3,13.0,226
2022-12-21T16:00,9.1,94,0.00,0.00,3,10.7,220
2022-12-21T17:00,8.5,96,0.00,0.00,2,10.1,215
2022-12-21T18:00,7.5,97,0.00,0.00,1,9.6,214
2022-12-21T19:00,6.8,98,0.00,0.00,1,9.7,219
2022-12-21T20:00,6.2,99,0.00,0.00,1,8.7,225
2022-12-21T21:00,5.5,100,0.00,0.00,1,7.7,229
2022-12-21T22:00,4.4,100,0.00,0.00,3,6.6,209
2022-12-21T23:00,4.1,100,0.00,0.00,3,6.6,229
2022-12-22T00:00,4.3,100,0.00,0.00,3,7.0,258
2022-12-22T01:00,4.7,100,0.00,0.00,3,6.5,264
2022-12-22T02:00,5.1,99,0.00,0.00,3,8.2,247
2022-12-22T03:00,5.2,99,0.00,0.00,3,9.5,241
2022-12-22T04:00,5.0,100,0.00,0.00,3,11.0,238
2022-12-22T05:00,5.0,99,0.00,0.00,3,11.9,235
2022-12-22T06:00,5.0,100,0.00,0.00,3,11.2,222
2022-12-22T07:00,5.5,99,0.00,0.00,3,12.1,203
2022-12-22T08:00,5.7,99,0.00,0.00,3,14.8,194
2022-12-22T09:00,6.5,99,0.20,0.00,51,15.8,179
2022-12-22T10:00,7.6,98,0.50,0.00,53,14.1,177
2022-12-22T11:00,8.8,96,0.30,0.00,51,14.6,200
2022-12-22T12:00,10.0,94,0.10,0.00,51,17.4,218
2022-12-22T13:00,10.7,93,0.00,0.00,3,18.4,222
2022-12-22T14:00,10.8,92,0.00,0.00,3,18.1,226
2022-12-22T15:00,10.5,92,0.10,0.00,51,17.1,228
2022-12-22T16:00,10.1,94,0.30,0.00,51,16.5,224
2022-12-22T17:00,9.8,93,0.30,0.00,51,17.9,232
2022-12-22T18:00,9.7,94,0.00,0.00,3,19.0,243
2022-12-22T19:00,9.8,95,0.00,0.00,3,17.1,248
2022-12-22T20:00,9.9,96,0.00,0.00,3,15.8,249
2022-12-22T21:00,9.8,96,0.00,0.00,3,16.1,250
2022-12-22T22:00,9.8,97,0.00,0.00,3,12.4,248
2022-12-22T23:00,9.8,96,0.00,0.00,3,13.1,249
2022-12-23T00:00,9.7,97,0.00,0.00,3,12.6,250
2022-12-23T01:00,9.5,96,0.00,0.00,3,10.2,252
2022-12-23T02:00,9.4,96,0.00,0.00,3,10.0,240
2022-12-23T03:00,9.1,97,0.00,0.00,3,6.9,227
2022-12-23T04:00,8.9,98,0.00,0.00,3,7.7,208
2022-12-23T05:00,8.8,98,0.10,0.00,51,8.4,190
2022-12-23T06:00,8.7,98,0.20,0.00,51,7.1,156
2022-12-23T07:00,8.5,99,1.10,0.00,53,9.4,140
2022-12-23T08:00,8.5,99,1.70,0.00,61,12.7,115
2022-12-23T09:00,8.5,98,2.90,0.00,63,14.2,120
2022-12-23T10:00,8.7,99,3.30,0.00,63,11.5,110
2022-12-23T11:00,9.2,99,1.00,0.00,53,11.0,148
2022-12-23T12:00,10.8,94,0.00,0.00,3,17.3,227
2022-12-23T13:00,11.7,89,0.00,0.00,2,25.2,248
2022-12-23T14:00,11.8,87,0.00,0.00,2,25.4,249
2022-12-23T15:00,11.5,85,0.00,0.00,2,25.3,250
2022-12-23T16:00,11.1,84,0.00,0.00,2,25.0,252
2022-12-23T17:00,10.5,83,0.00,0.00,0,24.5,250
2022-12-23T18:00,10.0,83,0.00,0.00,0,23.4,247
2022-12-23T19:00,9.1,86,0.00,0.00,0,21.6,242
2022-12-23T20:00,8.6,88,0.00,0.00,0,20.1,237
2022-12-23T21:00,8.5,90,0.00,0.00,1,18.6,234
2022-12-23T22:00,8.4,91,0.00,0.00,2,18.4,231
2022-12-23T23:00,8.5,92,0.00,0.00,2,18.6,234
2022-12-24T00:00,9.0,90,0.00,0.00,2,19.0,237
2022-12-24T01:00,9.1,88,0.00,0.00,2,19.9,238
2022-12-24T02:00,9.1,87,0.00,0.00,1,20.8,240
2022-12-24T03:00,8.5,89,0.00,0.00,1,20.3,243
2022-12-24T04:00,7.7,91,0.00,0.00,0,18.7,242
2022-12-24T05:00,7.2,92,0.00,0.00,0,17.3,239
2022-12-24T06:00,6.6,94,0.00,0.00,0,16.3,235
2022-12-24T07:00,6.5,95,0.00,0.00,1,13.9,233
2022-12-24T08:00,5.9,96,0.00,0.00,1,11.7,227
2022-12-24T09:00,5.7,96,0.00,0.00,1,10.7,220
2022-12-24T10:00,6.6,95,0.00,0.00,1,10.6,204
2022-12-24T11:00,7.9,94,0.00,0.00,1,11.2,201
2022-12-24T12:00,9.1,91,0.00,0.00,2,15.0,201
2022-12-24T13:00,10.0,89,0.00,0.00,3,17.2,209
2022-12-24T14:00,10.3,89,0.00,0.00,2,15.1,205
2022-12-24T15:00,10.1,90,0.00,0.00,2,14.8,198
2022-12-24T16:00,9.4,92,0.00,0.00,2,14.8,193
2022-12-24T17:00,9.1,93,0.00,0.00,2,16.3,194
2022-12-24T18:00,9.1,93,0.00,0.00,2,17.1,198
2022-12-24T19:00,8.9,94,0.00,0.00,2,17.7,197
2022-12-24T20:00,9.0,94,0.00,0.00,3,19.1,196
2022-12-24T21:00,9.2,94,0.00,0.00,3,19.8,199
2022-12-24T22:00,9.5,94,0.00,0.00,3,21.9,205
2022-12-24T23:00,9.8,93,0.00,0.00,3,19.6,200
2022-12-25T00:00,9.8,93,0.00,0.00,3,20.3,205
2022-12-25T01:00,9.8,93,0.00,0.00,3,19.3,204
2022-12-25T02:00,9.7,94,0.00,0.00,3,18.8,200
2022-12-25T03:00,9.5,95,0.00,0.00,3,19.3,201
2022-12-25T04:00,9.5,95,0.00,0.00,3,18.1,197
2022-12-25T05:00,9.5,95,0.00,0.00,3,17.3,197
2022-12-25T06:00,9.5,96,0.00,0.00,3,17.2,196
2022-12-25T07:00,9.8,96,0.00,0.00,3,17.2,191
2022-12-25T08:00,9.9,96,0.00,0.00,3,17.8,187
2022-12-25T09:00,9.9,96,0.00,0.00,3,17.4,186
2022-12-25T10:00,10.1,95,0.10,0.00,51,15.7,191
2022-12-25T11:00,10.5,94,0.00,0.00,3,15.0,197
2022-12-25T12:00,10.7,92,0.00,0.00,3,13.1,201
2022-12-25T13:00,10.7,92,0.00,0.00,3,15.3,207
2022-12-25T14:00,10.6,89,0.10,0.00,51,15.5,202
2022-12-25T15:00,10.3,88,0.20,0.00,51,14.5,203
2022-12-25T16:00,9.4,91,0.70,0.00,53,12.9,207
2022-12-25T17:00,8.7,92,0.70,0.00,53,14.6,200
2022-12-25T18:00,8.6,93,0.70,0.00,53,16.9,207
2022-12-25T19:00,9.1,95,0.10,0.00,51,17.7,209
2022-12-25T20:00,9.2,95,0.30,0.00,51,19.3,209
2022-12-25T21:00,9.0,94,0.20,0.00,51,21.0,211
2022-12-25T22:00,9.1,93,0.00,0.00,1,20.7,211
2022-12-25T23:00,8.9,92,0.00,0.00,1,21.7,212
2022-12-26T00:00,8.8,92,0.00,0.00,1,23.2,213
2022-12-26T01:00,8.9,92,0.00,0.00,1,24.6,218
2022-12-26T02:00,9.0,91,0.00,0.00,1,26.5,224
2022-12-26T03:00,9.1,91,0.00,0.00,2,26.1,231
2022-12-26T04:00,8.8,90,0.00,0.00,3,24.3,245
2022-12-26T05:00,8.5,89,0.00,0.00,3,22.3,273
2022-12-26T06:00,7.4,84,0.00,0.00,2,20.6,299
2022-12-26T07:00,6.0,77,0.00,0.00,0,15.4,303
2022-12-26T08:00,4.7,79,0.00,0.00,0,11.6,286
2022-12-26T09:00,4.1,84,0.00,0.00,0,12.7,263
2022-12-26T10:00,4.8,86,0.00,0.00,0,13.4,256
2022-12-26T11:00,5.7,84,0.00,0.00,0,13.9,249
2022-12-26T12:00,6.4,78,0.00,0.00,0,15.1,245
2022-12-26T13:00,6.7,74,0.00,0.00,0,16.9,241
2022-12-26T14:00,6.7,73,0.00,0.00,0,17.6,235
2022-12-26T15:00,6.3,75,0.00,0.00,0,18.4,239
2022-12-26T16:00,5.7,77,0.00,0.00,1,18.2,243
2022-12-26T17:00,5.2,80,0.00,0.00,0,18.4,244
2022-12-26T18:00,4.8,82,0.00,0.00,0,18.2,245
2022-12-26T19:00,4.5,86,0.00,0.00,0,18.1,247
2022-12-26T20:00,4.2,87,0.00,0.00,0,18.4,247
2022-12-26T21:00,3.9,88,0.00,0.00,0,18.6,248
2022-12-26T22:00,3.7,89,0.00,0.00,1,17.4,243
2022-12-26T23:00,3.6,89,0.00,0.00,1,17.4,240
2022-12-27T00:00,3.4,89,0.00,0.00,0,17.6,239
2022-12-27T01:00,3.1,90,0.00,0.00,0,16.4,241
2022-12-27T02:00,2.8,91,0.00,0.00,0,15.0,240
2022-12-27T03:00,2.5,91,0.00,0.00,0,13.7,235
2022-12-27T04:00,2.2,92,0.00,0.00,0,13.0,228
2022-12-27T05:00,2.0,93,0.00,0.00,0,12.2,223
2022-12-27T06:00,1.9,93,0.00,0.00,0,12.1,217
2022-12-27T07:00,2.3,94,0.00,0.00,0,12.4,210
2022-12-27T08:00,2.4,94,0.00,0.00,0,13.0,208
2022-12-27T09:00,3.1,93,0.00,0.00,1,13.8,208
2022-12-27T10:00,5.1,90,0.00,0.00,2,15.8,207
2022-12-27T11:00,6.9,87,0.00,0.00,2,17.9,208
2022-12-27T12:00,8.2,84,0.00,0.00,2,19.3,207
2022-12-27T13:00,9.0,83,0.00,0.00,2,20.0,203
2022-12-27T14:00,9.1,82,0.00,0.00,3,26.2,212
2022-12-27T15:00,9.0,82,0.10,0.00,51,26.7,215
2022-12-27T16:00,8.7,85,0.20,0.00,51,26.8,216
2022-12-27T17:00,8.6,86,0.40,0.00,51,27.5,217
2022-12-27T18:00,8.5,88,0.40,0.00,51,27.7,212
2022-12-27T19:00,8.1,90,0.40,0.00,51,29.1,211
2022-12-27T20:00,8.2,89,0.30,0.00,51,30.9,212
2022-12-27T21:00,8.5,88,0.30,0.00,51,31.9,208
2022-12-27T22:00,8.9,89,0.10,0.00,51,31.6,204
2022-12-27T23:00,9.4,90,0.10,0.00,51,31.9,212
2022-12-28T00:00,9.8,92,0.10,0.00,51,30.2,219
2022-12-28T01:00,10.2,94,0.00,0.00,3,27.0,226
2022-12-28T02:00,10.4,95,0.00,0.00,3,23.3,231
2022-12-28T03:00,10.4,95,0.00,0.00,3,21.2,228
2022-12-28T04:00,10.3,96,0.00,0.00,3,20.1,226
2022-12-28T05:00,10.3,96,0.00,0.00,3,20.2,220
2022-12-28T06:00,10.5,96,0.00,0.00,3,21.4,213
2022-12-28T07:00,10.3,96,0.10,0.00,51,23.8,207
2022-12-28T08:00,10.2,95,0.60,0.00,53,28.7,208
2022-12-28T09:00,10.0,93,0.70,0.00,53,30.2,211
2022-12-28T10:00,9.8,92,0.30,0.00,51,28.6,203
2022-12-28T11:00,9.8,92,0.50,0.00,53,30.9,199
2022-12-28T12:00,9.9,90,0.80,0.00,53,32.7,194
2022-12-28T13:00,9.9,90,0.50,0.00,53,34.8,196
2022-12-28T14:00,9.9,89,0.10,0.00,51,36.4,201
2022-12-28T15:00,10.4,90,0.10,0.00,51,35.0,210
2022-12-28T16:00,11.2,91,0.10,0.00,51,33.2,221
2022-12-28T17:00,11.1,89,0.00,0.00,3,30.7,220
2022-12-28T18:00,10.2,87,0.00,0.00,3,30.5,219
2022-12-28T19:00,10.5,88,0.00,0.00,3,30.2,219
2022-12-28T20:00,10.5,86,0.00,0.00,3,30.7,219
2022-12-28T21:00,10.2,87,0.10,0.00,51,31.9,221
2022-12-28T22:00,10.1,84,0.00,0.00,2,29.8,223
2022-12-28T23:00,9.8,81,0.00,0.00,0,30.3,224
2022-12-29T00:00,9.1,81,0.00,0.00,0,31.1,221
2022-12-29T01:00,8.7,80,0.00,0.00,0,31.8,224
2022-12-29T02:00,8.6,79,0.00,0.00,0,32.3,225
2022-12-29T03:00,8.7,77,0.00,0.00,1,33.4,222
2022-12-29T04:00,8.7,78,0.00,0.00,2,35.4,223
2022-12-29T05:00,9.0,79,0.00,0.00,3,33.1,235
2022-12-29T06:00,9.1,77,0.00,0.00,2,29.4,248
2022-12-29T07:00,8.3,80,0.00,0.00,1,26.3,248
2022-12-29T08:00,7.6,83,0.00,0.00,0,24.8,242
2022-12-29T09:00,7.3,85,0.00,0.00,0,24.3,238
2022-12-29T10:00,7.8,83,0.00,0.00,0,23.0,235
2022-12-29T11:00,8.3,78,0.00,0.00,1,23.9,233
2022-12-29T12:00,8.6,74,0.00,0.00,2,27.5,238
2022-12-29T13:00,8.6,73,0.00,0.00,3,25.9,238
2022-12-29T14:00,8.5,72,0.00,0.00,1,26.2,238
2022-12-29T15:00,8.2,71,0.00,0.00,1,24.5,237
2022-12-29T16:00,7.7,71,0.00,0.00,1,23.8,238
2022-12-29T17:00,7.2,72,0.00,0.00,0,22.2,238
2022-12-29T18:00,6.6,75,0.00,0.00,0,20.6,234
2022-12-29T19:00,6.2,82,0.00,0.00,0,20.3,233
2022-12-29T20:00,5.8,84,0.00,0.00,0,19.5,231
2022-12-29T21:00,5.6,86,0.00,0.00,0,18.8,227
2022-12-29T22:00,5.3,88,0.00,0.00,0,17.4,220
2022-12-29T23:00,5.2,89,0.00,0.00,1,16.4,213
2022-12-30T00:00,5.1,90,0.00,0.00,1,15.8,204
2022-12-30T01:00,5.6,89,0.00,0.00,1,18.0,196
2022-12-30T02:00,6.1,88,0.00,0.00,2,21.2,195
2022-12-30T03:00,6.9,87,0.00,0.00,2,24.2,195
2022-12-30T04:00,7.2,88,0.00,0.00,3,25.9,190
2022-12-30T05:00,7.3,89,0.00,0.00,3,26.3,183
2022-12-30T06:00,7.5,89,0.00,0.00,3,27.0,178
2022-12-30T07:00,8.2,89,0.00,0.00,3,29.6,177
2022-12-30T08:00,8.8,85,0.30,0.00,51,31.1,175
2022-12-30T09:00,8.7,91,1.80,0.00,61,32.7,172
2022-12-30T10:00,9.0,92,2.80,0.00,63,31.9,164
2022-12-30T11:00,9.5,93,0.90,0.00,53,31.8,175
2022-12-30T12:00,11.5,93,0.20,0.00,51,29.3,209
2022-12-30T13:00,12.3,91,0.00,0.00,2,33.2,229
2022-12-30T14:00,12.4,88,0.00,0.00,3,31.5,232
2022-12-30T15:00,12.2,86,0.00,0.00,3,30.2,232
2022-12-30T16:00,11.9,86,0.30,0.00,51,29.2,232
2022-12-30T17:00,11.5,88,0.10,0.00,51,26.4,232
2022-12-30T18:00,11.1,86,0.00,0.00,2,25.3,230
2022-12-30T19:00,11.2,89,0.00,0.00,2,24.5,229
2022-12-30T20:00,10.9,88,0.00,0.00,3,23.2,227
2022-12-30T21:00,10.7,87,0.00,0.00,3,23.7,227
2022-12-30T22:00,10.4,88,0.10,0.00,51,22.7,226
2022-12-30T23:00,10.4,89,0.00,0.00,3,20.9,222
2022-12-31T00:00,10.4,90,0.20,0.00,51,20.5,211
2022-12-31T01:00,10.4,91,0.30,0.00,51,22.1,210
2022-12-31T02:00,10.4,91,0.00,0.00,3,22.6,209
2022-12-31T03:00,10.6,90,0.00,0.00,3,20.7,200
2022-12-31T04:00,11.3,91,0.20,0.00,51,21.9,200
2022-12-31T05:00,12.7,89,0.00,0.00,3,29.7,213
2022-12-31T06:00,13.0,88,0.20,0.00,51,34.4,221
2022-12-31T07:00,12.9,91,0.10,0.00,51,33.0,220
2022-12-31T08:00,12.7,91,0.30,0.00,51,32.0,219
2022-12-31T09:00,12.6,91,0.30,0.00,51,30.6,221
2022-12-31T10:00,12.6,91,0.10,0.00,51,24.3,209
2022-12-31T11:00,12.8,92,0.50,0.00,53,25.3,206
2022-12-31T12:00,12.7,94,1.10,0.00,53,27.2,206
2022-12-31T13:00,12.5,93,1.20,0.00,53,28.0,208
2022-12-31T14:00,12.4,92,0.90,0.00,53,29.8,207
2022-12-31T15:00,12.3,91,0.20,0.00,51,30.5,210
2022-12-31T16:00,12.4,90,0.20,0.00,51,30.7,211
2022-12-31T17:00,12.4,89,0.50,0.00,53,30.6,210
2022-12-31T18:00,12.5,87,0.10,0.00,51,28.9,211
2022-12-31T19:00,12.4,90,0.00,0.00,3,28.8,214
2022-12-31T20:00,12.4,90,0.10,0.00,51,32.7,216
2022-12-31T21:00,12.1,90,0.20,0.00,51,34.2,222
2022-12-31T22:00,12.1,88,0.10,0.00,51,21.7,220
2022-12-31T23:00,11.7,89,0.80,0.00,53,23.0,212
2023-01-01T00:00,11.4,87,0.20,0.00,51,29.1,220
2023-01-01T01:00,11.0,87,0.10,0.00,51,32.6,228
2023-01-01T02:00,10.5,84,0.00,0.00,1,29.8,228
2023-01-01T03:00,10.0,83,0.00,0.00,2,26.6,229
2023-01-01T04:00,9.8,84,0.00,0.00,2,25.7,227
2023-01-01T05:00,9.7,84,0.00,0.00,3,27.0,225
2023-01-01T06:00,9.4,84,0.00,0.00,3,26.2,224
2023-01-01T07:00,9.2,88,0.00,0.00,2,25.2,223
2023-01-01T08:00,9.3,86,0.00,0.00,1,23.5,220
2023-01-01T09:00,9.4,86,0.00,0.00,2,23.5,216
2023-01-01T10:00,10.0,83,0.00,0.00,2,23.2,210
2023-01-01T11:00,10.9,80,0.00,0.00,2,23.2,210
2023-01-01T12:00,11.5,76,0.10,0.00,51,24.8,210
2023-01-01T13:00,11.4,76,0.00,0.00,3,21.3,202
2023-01-01T14:00,11.2,77,0.00,0.00,3,20.9,204
2023-01-01T15:00,10.9,79,0.00,0.00,3,17.7,204
2023-01-01T16:00,10.4,82,0.00,0.00,3,14.8,203
2023-01-01T17:00,10.0,83,0.00,0.00,3,12.9,203
2023-01-01T18:00,9.9,82,0.30,0.00,51,11.9,205
2023-01-01T19:00,9.0,93,0.60,0.00,53,7.8,202
2023-01-01T20:00,8.8,95,0.70,0.00,53,6.1,230
2023-01-01T21:00,8.6,95,0.90,0.00,53,7.2,252
2023-01-01T22:00,8.5,93,0.60,0.00,53,5.9,256
2023-01-01T23:00,8.2,92,0.40,0.00,51,6.6,248
2023-01-02T00:00,7.9,91,0.30,0.00,51,7.2,233
2023-01-02T01:00,7.6,91,0.10,0.00,51,10.4,224
2023-01-02T02:00,7.3,90,0.00,0.00,3,13.6,220
2023-01-02T03:00,7.2,90,0.00,0.00,3,13.8,219
2023-01-02T04:00,6.9,92,0.00,0.00,3,14.0,215
2023-01-02T05:00,6.8,93,0.00,0.00,3,14.0,222
2023-01-02T06:00,6.7,94,0.00,0.00,3,14.1,232
2023-01-02T07:00,7.1,95,0.00,0.00,2,13.0,242
2023-01-02T08:00,6.7,95,0.00,0.00,3,11.5,256
2023-01-02T09:00,6.6,96,0.00,0.00,3,10.5,266
2023-01-02T10:00,7.1,94,0.00,0.00,3,9.5,279
2023-01-02T11:00,7.3,92,0.00,0.00,3,10.6,288
2023-01-02T12:00,7.3,90,0.00,0.00,2,10.2,288
2023-01-02T13:00,7.3,88,0.00,0.00,1,10.0,283
2023-01-02T14:00,7.1,87,0.00,0.00,0,10.1,270
2023-01-02T15:00,6.6,86,0.00,0.00,1,9.5,259
2023-01-02T16:00,6.1,86,0.00,0.00,1,6.8,245
2023-01-02T17:00,5.3,89,0.00,0.00,1,7.4,231
2023-01-02T18:00,5.1,91,0.00,0.00,1,7.9,227
2023-01-02T19:00,4.5,93,0.00,0.00,1,6.9,219
2023-01-02T20:00,3.8,94,0.00,0.00,1,6.6,202
2023-01-02T21:00,2.9,95,0.00,0.00,0,7.3,189
2023-01-02T22:00,1.9,96,0.00,0.00,0,6.7,164
2023-01-02T23:00,1.2,96,0.00,0.00,1,7.2,153
2023-01-03T00:00,1.6,96,0.00,0.00,3,8.6,147
2023-01-03T01:00,2.3,95,0.00,0.00,3,9.7,141
2023-01-03T02:00,2.3,95,0.00,0.00,2,10.4,146
2023-01-03T03:00,3.4,95,0.00,0.00,2,10.7,166
2023-01-03T04:00,3.8,97,0.00,0.00,1,11.3,187
2023-01-03T05:00,4.5,97,0.00,0.00,1,12.1,190
2023-01-03T06:00,5.0,97,0.00,0.00,2,14.5,194
2023-01-03T07:00,5.7,94,0.00,0.00,2,16.9,192
2023-01-03T08:00,6.5,93,0.40,0.00,51,19.8,192
2023-01-03T09:00,7.9,92,0.10,0.00,51,23.5,191
2023-01-03T10:00,9.0,91,0.50,0.00,53,24.7,196
2023-01-03T11:00,9.2,89,0.80,0.00,53,27.2,191
2023-01-03T12:00,9.2,90,0.50,0.00,53,28.9,194
2023-01-03T13:00,9.5,91,0.40,0.00,51,28.3,198
2023-01-03T14:00,9.7,91,0.80,0.00,53,28.8,204
2023-01-03T15:00,9.9,91,0.30,0.00,51,31.4,205
2023-01-03T16:00,10.2,91,0.10,0.00,51,33.0,202
2023-01-03T17:00,10.5,90,0.00,0.00,3,33.4,202
2023-01-03T18:00,10.6,91,0.60,0.00,53,33.8,204
2023-01-03T19:00,10.7,94,0.80,0.00,53,32.9,205
2023-01-03T20:00,10.9,95,0.70,0.00,53,31.4,208
2023-01-03T21:00,11.4,95,0.30,0.00,51,30.7,216
2023-01-03T22:00,11.8,95,0.00,0.00,3,28.5,215
2023-01-03T23:00,11.8,93,0.00,0.00,3,30.1,222
2023-01-04T00:00,11.6,92,0.00,0.00,3,30.6,224
2023-01-04T01:00,11.5,91,0.00,0.00,3,31.1,225
2023-01-04T02:00,11.4,90,0.00,0.00,3,31.3,225
2023-01-04T03:00,11.4,90,0.70,0.00,53,31.3,224
2023-01-04T04:00,11.4,91,0.00,0.00,3,31.8,225
2023-01-04T05:00,11.7,91,0.00,0.00,3,31.6,227
2023-01-04T06:00,11.9,91,0.10,0.00,51,30.2,231
2023-01-04T07:00,12.4,92,0.00,0.00,3,28.6,234
2023-01-04T08:00,12.4,92,0.10,0.00,51,28.8,236
2023-01-04T09:00,12.3,92,0.40,0.00,51,30.0,240
2023-01-04T10:00,12.4,91,0.10,0.00,51,29.1,243
2023-01-04T11:00,12.4,88,0.10,0.00,51,28.8,244
2023-01-04T12:00,12.3,86,0.00,0.00,3,30.2,247
2023-01-04T13:00,12.1,84,0.00,0.00,3,30.4,249
2023-01-04T14:00,11.9,81,0.00,0.00,3,30.4,249
2023-01-04T15:00,11.7,79,0.00,0.00,3,30.6,250
2023-01-04T16:00,11.6,76,0.00,0.00,3,29.9,252
2023-01-04T17:00,11.4,75,0.00,0.00,3,29.8,255
2023-01-04T18:00,11.2,75,0.00,0.00,3,28.9,256
2023-01-04T19:00,11.4,78,0.00,0.00,3,27.9,256
2023-01-04T20:00,11.0,80,0.00,0.00,3,27.1,256
2023-01-04T21:00,10.7,81,0.00,0.00,3,26.5,258
2023-01-04T22:00,10.8,80,0.00,0.00,3,23.7,253
2023-01-04T23:00,10.7,78,0.00,0.00,3,23.8,255
2023-01-05T00:00,10.4,78,0.00,0.00,2,22.2,253
2023-01-05T01:00,9.9,81,0.00,0.00,3,21.9,256
2023-01-05T02:00,10.0,81,0.00,0.00,3,20.8,260
2023-01-05T03:00,10.0,81,0.00,0.00,3,19.6,257
2023-01-05T04:00,9.9,80,0.00,0.00,3,18.4,258
2023-01-05T05:00,9.7,81,0.00,0.00,3,17.4,257
2023-01-05T06:00,9.0,85,0.00,0.00,3,15.9,252
2023-01-05T07:00,10.2,86,0.00,0.00,3,14.2,243
2023-01-05T08:00,10.2,87,0.00,0.00,3,13.8,229
2023-01-05T09:00,10.4,89,0.00,0.00,3,15.8,221
2023-01-05T10:00,11.1,89,0.00,0.00,3,16.9,220
2023-01-05T11:00,11.6,88,0.00,0.00,3,19.4,227
2023-01-05T12:00,11.9,86,0.00,0.00,3,21.5,230
2023-01-05T13:00,12.3,84,0.00,0.00,2,22.0,232
2023-01-05T14:00,12.3,82,0.00,0.00,3,20.4,228
2023-01-05T15:00,12.0,83,0.00,0.00,3,21.1,224
2023-01-05T16:00,11.3,86,0.00,0.00,3,21.9,221
2023-01-05T17:00,11.1,88,0.00,0.00,3,23.7,222
2023-01-05T18:00,11.1,87,0.00,0.00,3,24.7,222
2023-01-05T19:00,11.0,89,0.00,0.00,3,25.8,220
2023-01-05T20:00,10.8,89,0.00,0.00,3,26.7,217
2023-01-05T21:00,10.8,88,0.00,0.00,3,27.7,215
2023-01-05T22:00,10.7,87,0.00,0.00,3,27.1,210
2023-01-05T23:00,10.8,86,0.00,0.00,3,30.2,213
2023-01-06T00:00,10.9,85,0.00,0.00,3,34.2,215
2023-01-06T01:00,11.0,84,0.10,0.00,51,35.6,218
2023-01-06T02:00,11.2,84,0.70,0.00,53,31.6,241
2023-01-06T03:00,10.3,88,0.50,0.00,53,24.4,261
2023-01-06T04:00,9.3,84,0.00,0.00,0,19.1,258
2023-01-06T05:00,7.9,86,0.00,0.00,0,17.2,250
2023-01-06T06:00,7.1,89,0.00,0.00,0,16.4,241
2023-01-06T07:00,6.4,92,0.00,0.00,0,15.6,232
2023-01-06T08:00,6.0,94,0.00,0.00,0,15.5,222
2023-01-06T09:00,6.1,94,0.00,0.00,0,15.9,218
2023-01-06T10:00,7.0,93,0.00,0.00,0,15.5,208
2023-01-06T11:00,8.4,90,0.00,0.00,1,15.6,203
